"SID","day","real_order","beepvar","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried"
"10413",11,43,2,1,2,2,5,1,3,5,5,1
"10330",11,43,2,1,2,1,3,1,5,4,5,1
"10379",14,55,2,1,2,3,3,1,3,4,4,2
"10354",13,51,2,1,2,4,4,1,4,4,3,2
"10349",2,7,2,1,2,1,4,1,3,4,5,3
"10371",6,23,2,2,3,3,4,2,2,3,3,3
"10415",8,31,2,NA,5,5,5,1,1,NA,5,1
"10352",9,35,2,1,5,1,5,1,2,3,5,2
"10413",10,39,1,1,3,4,3,1,3,5,1,4
"10380",10,39,1,NA,4,5,4,1,1,NA,2,1
"10414",10,39,1,1,1,4,4,2,5,4,4,3
"10342",12,47,1,NA,5,3,5,3,3,NA,3,2
"10374",15,59,1,2,3,2,2,2,3,3,3,3
"10330",10,39,1,1,2,1,4,1,5,4,4,1
"10371",5,19,1,1,5,1,2,1,1,2,3,2
"10415",7,27,1,1,1,2,2,2,3,3,5,2
"10330",9,35,7,1,3,1,5,1,3,3,4,1
"10389",11,43,7,2,3,4,3,2,3,3,3,4
"10342",11,43,7,NA,5,3,5,1,2,NA,5,1
"10380",9,35,7,1,4,2,2,4,2,2,2,4
"10324",14,55,7,1,4,4,4,1,3,3,3,1
"10414",9,35,7,1,5,4,4,1,2,4,3,1
"10412",7,27,7,2,4,1,4,1,3,3,3,1
"10388",4,15,7,NA,5,5,3,3,2,NA,2,4
"10402",4,15,7,NA,5,3,5,1,1,NA,3,2
"10415",6,23,7,3,4,3,4,2,2,2,5,1
"10371",4,15,7,1,2,3,4,2,2,3,3,3
"10354",11,43,7,NA,5,2,3,1,3,NA,3,3
"10415",5,19,6,1,3,5,3,3,2,3,4,1
"10414",8,31,6,1,4,1,5,1,3,4,3,1
"10389",10,39,6,NA,3,3,3,3,1,NA,3,3
"10338",15,59,6,2,3,4,5,1,3,3,4,2
"10352",6,23,6,1,2,3,5,1,5,3,3,3
"10388",3,11,6,NA,5,4,4,3,1,NA,3,2
"10404",10,39,6,NA,5,2,5,1,1,NA,5,2
"10371",3,11,6,1,2,1,4,1,4,3,3,2
"10332",15,59,6,3,4,4,3,3,4,2,3,2
"10363",9,35,6,NA,4,5,5,1,1,NA,2,1
"10330",8,31,6,1,3,3,5,1,3,3,3,1
"10413",8,31,6,1,3,1,4,1,3,5,5,2
"10386",15,59,5,2,2,2,4,2,4,4,5,2
"10383",12,47,5,NA,3,4,3,2,1,NA,3,3
"10342",9,35,5,1,3,1,5,1,5,5,5,1
"10352",5,19,5,1,1,3,5,1,5,4,4,1
"10380",7,27,5,1,5,2,4,2,2,3,3,3
"10353",15,59,5,1,4,4,5,1,3,3,4,1
"10414",7,27,5,3,2,2,2,1,3,3,4,3
"10330",7,27,5,1,2,1,4,1,5,5,5,2
"10389",9,35,5,1,3,4,4,1,3,1,4,2
"10415",4,15,5,1,3,1,3,1,3,5,5,1
"10338",14,55,5,1,3,5,4,1,2,2,4,1
"10345",8,31,4,4,4,5,5,1,3,3,3,2
"10350",9,35,4,2,4,3,3,1,1,3,3,2
"10330",6,23,4,1,3,1,4,1,5,5,4,2
"10352",4,15,4,1,5,1,1,3,1,3,5,5
"10359",14,55,4,NA,5,2,3,1,3,NA,5,1
"10324",11,43,4,1,2,3,5,1,4,3,4,1
"10389",8,31,4,NA,4,2,2,1,1,NA,4,4
"10415",3,11,4,1,5,5,5,1,1,3,3,1
"10363",7,27,4,3,4,4,3,2,2,2,3,4
"10413",6,23,4,1,3,4,4,1,3,5,4,3
"10386",14,55,4,3,2,4,4,2,3,3,4,2
"10414",5,19,3,1,4,5,3,3,1,4,3,1
"10345",7,27,3,1,5,2,5,1,1,2,3,3
"10367",15,59,3,1,5,2,3,1,1,4,4,3
"10330",5,19,3,1,4,2,5,1,5,4,2,2
"10380",5,19,3,1,3,3,4,1,2,2,3,1
"10327",15,59,3,2,2,2,3,1,4,3,5,1
"10360",1,3,3,1,2,3,3,1,4,4,2,2
"10342",7,27,3,1,5,3,3,3,3,3,5,3
"10415",2,7,3,1,2,4,3,1,5,5,5,1
"10361",15,59,3,1,3,1,5,1,3,1,5,1
"10338",12,47,3,1,3,4,3,2,4,2,4,2
"10352",3,11,3,2,3,2,2,4,4,3,3,5
"10363",6,23,3,2,2,5,3,1,3,3,3,3
"10413",5,19,3,1,5,1,2,1,1,3,5,3
"10359",13,51,3,1,5,2,3,1,1,5,4,2
"10386",13,51,3,NA,4,4,5,1,2,NA,5,1
"10359",12,47,2,1,3,1,4,1,3,5,4,1
"10367",14,55,2,NA,5,3,3,2,1,NA,3,3
"10345",6,23,2,1,1,1,3,1,5,5,5,3
"10374",9,35,2,1,3,2,4,1,5,3,4,2
"10413",4,15,2,1,5,1,5,1,1,5,5,1
"10380",4,15,2,2,1,1,4,1,5,4,4,1
"10404",6,23,2,1,5,3,4,1,1,3,3,4
"10338",11,43,2,NA,2,5,4,2,2,NA,3,2
"10352",2,7,2,1,1,3,5,1,5,5,3,2
"10363",5,19,2,2,2,3,3,2,4,3,3,2
"10391",8,31,2,1,2,3,4,1,3,4,3,2
"10354",6,23,2,1,2,3,4,1,4,4,5,2
"10414",4,15,2,2,4,3,2,1,1,3,3,4
"10386",12,47,2,2,3,3,3,2,2,4,5,3
"10345",5,19,1,1,2,1,5,1,4,4,5,1
"10389",5,19,1,2,4,2,2,2,1,2,4,3
"10361",13,51,1,1,1,1,5,1,5,5,5,1
"10338",10,39,1,1,2,2,3,1,4,2,4,3
"10383",8,31,1,NA,5,5,5,1,1,NA,2,3
"10386",11,43,1,2,2,2,3,3,3,4,5,4
"10354",5,19,1,NA,3,2,3,1,2,NA,5,3
"10414",3,11,1,1,5,1,5,1,4,4,4,1
"10404",5,19,1,NA,5,1,2,2,1,NA,3,4
"10380",3,11,1,1,5,2,4,1,1,4,3,1
"10365",15,59,1,1,1,3,5,1,3,3,5,3
"10330",3,11,1,1,1,1,3,1,5,3,4,1
"10413",3,11,1,1,5,1,2,2,1,3,5,4
"10363",4,15,1,2,4,3,2,2,2,3,3,2
"10342",5,19,1,NA,5,2,5,1,3,NA,5,2
"10374",7,27,7,3,2,3,2,3,2,2,2,4
"10390",10,39,7,1,3,3,4,1,5,3,5,3
"10386",10,39,7,2,2,1,2,2,4,3,5,3
"10404",4,15,7,NA,2,1,2,2,1,NA,4,4
"10378",12,47,7,1,5,2,1,1,1,1,3,5
"10367",12,47,7,NA,5,2,2,1,1,NA,4,4
"10342",4,15,7,1,2,3,3,1,4,3,5,2
"10365",14,55,7,1,3,2,3,1,4,3,4,3
"10391",6,23,7,NA,5,1,3,3,1,NA,4,3
"10383",7,27,7,NA,2,4,3,1,1,NA,3,1
"10389",4,15,7,1,2,3,3,1,2,2,3,4
"10381",14,55,7,2,5,3,4,1,3,4,5,2
"10363",3,11,7,2,2,3,4,2,3,2,2,2
"10330",2,7,7,1,1,1,5,1,4,3,5,2
"10318",14,55,7,1,5,2,3,2,1,2,5,4
"10350",5,19,7,1,5,3,3,1,2,4,4,3
"10413",2,7,7,1,3,1,5,1,3,5,4,2
"10359",10,39,7,NA,5,1,1,5,1,NA,3,3
"10338",9,35,7,1,5,3,2,4,2,2,4,5
"10330",1,3,6,2,1,2,5,1,5,5,4,1
"10367",11,43,6,1,5,1,3,2,1,5,4,4
"10404",3,11,6,1,4,1,3,1,2,3,4,5
"10359",9,35,6,2,2,2,2,4,3,5,5,4
"10381",13,51,6,NA,4,5,5,1,2,NA,5,2
"10342",3,11,6,NA,5,3,4,1,3,NA,5,1
"10383",6,23,6,1,1,3,3,1,1,5,3,3
"10365",13,51,6,1,3,3,3,1,4,4,5,2
"10318",13,51,6,2,3,5,5,1,3,3,2,3
"10338",8,31,6,1,4,4,4,1,2,2,3,1
"10350",4,15,6,2,1,3,3,2,3,4,2,1
"10378",11,43,6,2,2,2,3,1,2,3,3,3
"10324",6,23,6,1,3,5,4,1,4,3,3,2
"10363",2,7,6,2,4,3,3,3,2,2,2,2
"10386",9,35,6,2,4,2,3,2,2,4,4,3
"10354",3,11,6,2,2,2,4,1,4,4,4,1
"10389",3,11,6,NA,5,1,1,3,1,NA,2,5
"10338",7,27,5,1,1,3,5,1,5,3,4,1
"10324",5,19,5,1,1,1,4,1,5,5,5,4
"10386",8,31,5,2,1,4,4,1,5,3,2,2
"10390",8,31,5,1,4,1,3,1,3,3,5,2
"10331",9,35,5,NA,5,1,5,1,3,NA,5,1
"10342",2,7,5,1,3,3,4,1,3,4,3,2
"10354",2,7,5,1,2,4,4,1,4,4,4,3
"10365",12,47,5,2,2,1,3,1,5,5,3,2
"10320",14,55,4,NA,5,5,3,2,1,NA,3,2
"10367",9,35,4,NA,5,2,3,2,1,NA,3,3
"10378",9,35,4,3,1,2,4,1,5,5,4,2
"10404",1,3,4,1,3,2,4,1,3,3,3,3
"10317",14,55,4,2,3,2,3,1,3,4,3,3
"10374",4,15,4,2,2,2,4,1,4,3,4,3
"10389",1,3,4,2,1,4,4,1,3,3,4,3
"10287",13,51,4,1,2,1,3,3,5,5,5,5
"10359",7,27,4,2,2,2,5,1,5,5,5,1
"10350",2,7,4,2,3,3,3,1,4,3,5,1
"10386",7,27,4,2,1,4,4,2,4,4,5,2
"10383",4,15,4,3,2,5,5,1,NA,3,3,1
"10308",15,59,4,1,4,3,4,1,2,5,5,2
"10365",11,43,4,NA,5,1,4,2,1,NA,5,2
"10391",3,11,4,1,1,2,3,1,4,5,4,3
"10338",6,23,4,1,4,2,1,5,2,3,3,5
"10379",2,7,4,NA,5,2,4,2,2,NA,3,2
"10324",4,15,4,1,3,1,4,1,4,3,4,1
"10318",11,43,4,1,3,4,5,2,4,4,5,3
"10293",12,47,3,1,2,2,4,1,4,3,4,1
"10335",7,27,3,2,4,3,3,3,3,3,3,4
"10383",3,11,3,NA,1,5,5,1,1,NA,2,1
"10260",15,59,3,1,5,3,5,1,1,1,5,1
"10391",2,7,3,1,3,2,4,1,5,5,5,3
"10367",8,31,3,2,5,3,1,4,1,3,3,4
"10308",14,55,3,1,4,3,4,1,4,4,5,3
"10317",13,51,3,1,4,2,3,1,1,3,3,3
"10338",5,19,3,1,3,4,5,1,3,2,4,1
"10324",3,11,3,1,3,5,4,1,4,4,3,1
"10359",6,23,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"10365",10,39,3,1,3,5,5,2,2,5,4,1
"10386",6,23,3,2,3,2,3,2,3,3,5,2
"10260",14,55,2,2,2,1,5,1,4,2,4,3
"10289",15,59,2,2,3,2,3,2,3,3,4,3
"10383",2,7,2,1,1,1,5,1,5,3,4,1
"10353",5,19,2,1,2,2,2,2,3,5,4,5
"10359",5,19,2,1,1,2,2,1,5,5,5,3
"10367",7,27,2,1,5,3,4,1,2,4,3,1
"10327",7,27,2,1,1,1,4,1,5,4,4,2
"10287",11,43,2,1,5,1,3,4,1,3,5,5
"10315",14,55,2,NA,3,1,3,1,4,NA,4,1
"10338",4,15,2,1,3,2,2,4,2,3,3,4
"10320",12,47,2,1,2,4,1,3,2,2,2,3
"10335",6,23,2,NA,4,2,3,1,1,NA,4,3
"10316",15,59,2,2,2,2,4,1,4,4,4,1
"10308",13,51,2,1,3,2,5,1,3,5,5,1
"10293",11,43,2,1,4,1,3,1,3,3,3,4
"10288",14,55,2,1,3,2,5,1,4,5,4,1
"10324",2,7,2,1,4,4,4,1,1,4,1,1
"10347",5,19,2,1,3,3,4,3,3,3,3,4
"10318",9,35,2,1,5,4,2,3,1,3,3,4
"10299",14,55,2,NA,5,1,5,2,1,NA,5,1
"10365",9,35,2,1,3,2,2,1,3,4,3,3
"10386",5,19,2,2,2,2,1,3,3,3,3,4
"10337",13,51,2,1,4,3,4,3,3,3,3,2
"10317",12,47,2,NA,5,3,4,1,2,NA,3,2
"10304",4,15,1,3,4,3,3,4,2,3,5,2
"10383",1,3,1,1,5,3,5,1,4,3,1,1
"10293",10,39,1,1,2,2,4,1,3,3,5,2
"10390",4,15,1,1,1,1,3,1,3,3,3,1
"10359",4,15,1,1,NA,NA,NA,NA,NA,3,NA,NA
"10332",3,11,1,4,3,3,5,2,4,3,3,1
"10287",10,39,1,1,1,3,4,1,5,5,5,4
"10361",6,23,1,2,1,1,5,1,5,4,5,1
"10316",14,55,1,2,3,1,4,2,3,5,4,2
"10260",13,51,1,1,3,1,5,1,3,2,5,2
"10305",12,47,1,1,1,1,4,1,5,5,5,1
"10318",8,31,1,1,3,4,2,2,1,3,4,3
"10386",4,15,1,2,3,2,3,3,3,4,4,3
"10365",8,31,1,1,5,2,5,1,1,3,3,4
"10274",15,59,1,NA,5,5,5,1,1,NA,3,1
"10378",6,23,1,4,5,3,1,4,1,4,3,5
"10317",11,43,1,2,3,2,2,1,3,4,4,4
"10308",12,47,1,NA,5,2,5,1,5,NA,4,4
"10338",3,11,1,1,4,3,2,2,2,2,4,4
"10347",4,15,1,1,4,2,2,4,2,3,3,4
"10327",6,23,1,2,3,2,4,1,2,3,4,2
"10299",13,51,1,NA,5,2,4,1,1,NA,5,2
"10367",6,23,1,2,3,3,2,3,2,4,3,4
"10289",14,55,1,2,3,4,3,1,2,3,4,2
"10314",15,59,1,NA,3,3,4,2,2,NA,4,2
"10293",9,35,7,1,2,2,5,1,5,4,5,1
"10378",5,19,7,1,5,1,1,3,1,1,5,5
"10367",5,19,7,1,5,1,3,1,1,5,4,2
"10289",13,51,7,2,4,3,3,2,4,3,4,4
"10386",3,11,7,2,2,1,1,2,3,4,5,3
"10390",3,11,7,NA,5,1,5,1,1,NA,4,1
"10316",13,51,7,1,3,1,5,1,2,5,5,1
"10304",3,11,7,1,5,1,1,1,1,5,4,3
"10260",12,47,7,2,2,1,4,1,4,3,5,1
"10274",14,55,7,1,2,2,3,1,3,5,5,1
"10318",7,27,7,NA,5,1,3,3,1,NA,4,3
"10347",3,11,7,1,5,3,2,2,1,3,3,5
"10332",2,7,7,4,4,2,1,4,2,2,2,5
"10314",14,55,7,1,2,5,4,2,3,4,4,2
"10317",10,39,7,NA,5,2,3,1,2,NA,3,3
"10305",11,43,7,1,2,5,2,4,2,1,2,4
"10315",12,47,7,1,3,2,3,1,4,4,4,1
"10288",12,47,7,1,2,4,4,1,4,4,3,2
"10308",11,43,7,NA,5,2,4,1,2,NA,4,2
"10365",7,27,7,2,3,1,2,4,2,3,3,4
"10327",5,19,7,NA,2,2,4,3,2,NA,3,2
"10299",12,47,7,NA,2,3,5,4,1,NA,3,3
"10293",8,31,6,1,2,2,5,1,4,4,4,1
"10386",2,7,6,2,3,3,2,3,3,4,5,2
"10287",8,31,6,1,5,1,2,4,1,5,5,4
"10315",11,43,6,1,2,1,3,1,4,4,5,1
"10288",11,43,6,1,2,1,5,1,4,5,4,1
"10332",1,3,6,1,3,3,3,1,3,3,4,4
"10381",5,19,6,1,5,3,1,3,2,5,3,5
"10299",11,43,6,2,5,1,3,3,1,1,3,3
"10318",6,23,6,1,5,2,4,2,3,3,4,4
"10289",12,47,6,2,3,3,4,2,3,3,4,2
"10390",2,7,6,1,1,1,5,1,4,2,3,1
"10378",4,15,6,2,1,3,3,2,4,2,4,4
"10314",13,51,6,1,4,5,3,1,1,3,3,2
"10260",11,43,6,2,3,5,5,1,4,2,3,2
"10331",3,11,6,1,3,2,5,1,3,3,2,1
"10274",13,51,6,1,1,2,5,1,2,5,5,2
"10353",2,7,6,1,4,3,5,1,2,3,4,1
"10338",1,3,6,2,3,2,3,3,3,4,4,2
"10365",6,23,6,1,2,1,5,1,3,4,5,1
"10367",4,15,6,1,5,1,5,1,1,5,5,1
"10286",15,59,5,2,2,2,3,1,4,3,3,2
"10288",10,39,5,1,3,2,4,1,3,4,4,2
"10390",1,3,5,2,2,1,3,1,5,2,4,2
"10335",2,7,5,1,2,2,3,1,3,4,4,1
"10365",5,19,5,1,2,1,3,1,4,4,5,3
"10327",3,11,5,1,3,3,4,1,3,4,3,1
"10322",11,43,5,1,3,3,3,1,3,3,3,1
"10260",10,39,5,2,3,1,5,1,3,3,4,2
"10331",2,7,5,1,3,3,3,1,5,5,2,3
"10315",10,39,5,1,2,1,2,1,5,5,5,1
"10361",3,11,5,1,4,4,3,1,2,2,3,1
"10320",8,31,5,1,2,4,3,2,4,4,3,2
"10293",7,27,5,1,3,1,3,1,2,3,4,2
"10314",12,47,5,1,1,1,5,1,5,5,5,1
"10317",8,31,5,2,3,1,2,1,3,3,3,3
"10308",9,35,5,1,3,2,4,1,5,5,4,3
"10367",3,11,5,1,3,1,4,1,2,5,5,1
"10316",11,43,5,2,2,1,4,1,5,4,5,1
"10311",15,59,5,2,2,3,3,3,3,3,3,3
"10270",15,59,5,1,1,2,4,1,4,4,4,1
"10274",12,47,5,NA,5,2,5,1,1,NA,5,1
"10299",10,39,5,NA,4,4,5,1,1,NA,3,1
"10378",3,11,5,4,1,3,1,4,1,2,4,4
"10289",11,43,5,2,2,3,4,2,3,3,4,2
"10381",3,11,4,2,2,1,5,1,5,5,5,1
"10242",15,59,4,NA,5,5,2,1,1,NA,1,1
"10327",2,7,4,1,1,1,3,2,5,5,5,1
"10348",2,7,4,2,3,2,4,2,4,4,3,2
"10361",2,7,4,2,1,1,5,1,5,5,5,1
"10315",9,35,4,NA,2,3,3,1,4,NA,4,1
"10260",9,35,4,2,1,5,5,1,5,3,1,3
"10365",4,15,4,1,5,1,4,1,3,4,5,1
"10293",6,23,4,1,3,2,4,1,3,4,4,2
"10316",10,39,4,NA,5,3,3,1,2,NA,3,2
"10318",4,15,4,1,2,4,4,2,5,5,4,2
"10378",2,7,4,1,5,2,2,1,1,1,3,4
"10287",6,23,4,NA,5,1,1,4,1,NA,5,5
"10288",9,35,4,1,5,1,1,1,1,4,4,5
"10326",7,27,4,1,5,1,2,2,1,3,3,5
"10317",7,27,4,2,4,2,3,1,2,3,3,3
"10313",14,55,4,2,5,2,3,2,2,4,3,4
"10274",11,43,4,2,4,2,4,2,3,5,4,2
"10270",14,55,4,1,3,2,4,1,4,4,4,1
"10314",11,43,4,2,4,1,3,2,2,3,4,2
"10367",2,7,4,NA,5,4,5,1,1,NA,4,1
"10289",10,39,4,2,3,3,3,1,3,3,4,2
"10313",13,51,3,2,5,2,2,3,1,4,3,5
"10367",1,3,3,1,5,1,2,1,2,3,4,4
"10320",6,23,3,NA,5,4,2,3,1,NA,3,4
"10305",8,31,3,1,5,1,2,3,1,3,3,5
"10286",13,51,3,2,5,1,2,3,1,4,4,3
"10361",1,3,3,1,2,4,5,1,5,3,4,1
"10322",9,35,3,1,5,3,3,1,1,3,3,3
"10318",3,11,3,1,3,3,4,2,3,4,5,4
"10292",15,59,3,3,3,1,2,2,2,3,4,3
"10260",8,31,3,1,5,3,5,1,1,1,5,1
"10326",6,23,3,1,5,2,4,1,3,4,5,2
"10299",8,31,3,NA,4,3,5,2,1,NA,3,2
"10378",1,3,3,3,4,3,2,2,3,2,5,3
"10293",5,19,3,1,4,2,3,1,3,3,4,3
"10289",9,35,3,2,3,2,2,2,4,3,5,5
"10316",9,35,3,1,4,1,4,1,2,1,5,2
"10267",9,35,3,1,2,1,3,1,5,4,3,2
"10314",10,39,3,2,3,1,4,1,4,4,4,1
"10315",8,31,3,NA,4,3,3,1,3,NA,4,3
"10274",10,39,3,1,3,1,4,1,4,4,4,3
"10311",13,51,3,2,5,1,2,2,1,2,4,4
"10365",3,11,3,NA,5,2,4,3,1,NA,3,5
"10270",13,51,3,1,5,3,3,1,2,5,3,3
"10381",2,7,3,NA,5,5,3,1,1,NA,5,1
"10317",6,23,3,2,4,2,2,1,2,4,4,4
"10288",8,31,3,1,2,1,2,2,2,4,4,5
"10293",4,15,2,NA,3,1,1,3,1,NA,4,5
"10308",6,23,2,1,1,1,4,1,5,5,5,2
"10365",2,7,2,1,1,1,1,2,5,3,3,5
"10313",12,47,2,1,3,1,3,2,3,4,3,4
"10316",8,31,2,2,2,3,5,1,3,3,5,1
"10242",13,51,2,NA,5,5,5,1,1,NA,1,1
"10267",8,31,2,2,5,1,3,1,1,3,4,3
"10260",7,27,2,2,1,5,5,1,5,3,5,1
"10320",5,19,2,NA,5,1,5,2,1,NA,5,1
"10318",2,7,2,1,5,3,3,3,2,3,3,4
"10276",9,35,2,NA,5,3,2,3,1,NA,3,4
"10323",6,23,2,1,1,3,2,1,4,3,4,4
"10287",4,15,2,1,3,1,1,5,1,3,5,5
"10311",12,47,2,1,5,3,1,2,1,3,4,3
"10270",12,47,2,1,2,1,3,1,4,4,4,3
"10259",15,59,2,NA,5,5,3,2,1,NA,2,4
"10322",8,31,2,1,5,3,2,1,1,3,3,4
"10286",12,47,2,1,5,3,5,1,1,1,5,1
"10288",7,27,2,1,5,1,1,3,1,4,3,5
"10326",5,19,2,NA,4,1,2,2,4,NA,4,5
"10266",14,55,2,2,1,1,5,1,4,4,5,1
"10317",5,19,2,NA,4,3,2,1,3,NA,2,4
"10299",7,27,2,2,5,3,5,2,3,2,3,2
"10315",7,27,2,1,3,3,3,1,3,3,4,2
"10314",9,35,2,1,2,1,4,1,4,4,4,3
"10323",5,19,1,1,4,2,3,1,1,2,3,3
"10337",5,19,1,1,1,1,4,2,4,4,3,2
"10313",11,43,1,2,5,2,3,3,3,4,3,4
"10251",14,55,1,1,2,1,5,1,5,5,5,1
"10322",7,27,1,1,5,2,2,1,1,3,3,3
"10286",11,43,1,1,5,2,4,1,2,3,5,2
"10308",5,19,1,1,1,1,5,1,5,5,5,1
"10287",3,11,1,1,4,1,1,5,1,3,4,5
"10270",11,43,1,1,3,1,3,1,2,4,4,3
"10310",11,43,1,4,2,4,2,2,4,2,4,4
"10274",8,31,1,NA,5,1,2,2,2,NA,5,3
"10311",11,43,1,1,3,2,1,1,1,2,3,2
"10316",7,27,1,2,5,2,3,2,1,3,4,3
"10276",8,31,1,NA,5,2,2,3,1,NA,4,3
"10272",15,59,1,2,5,2,3,4,1,4,3,3
"10326",4,15,1,1,3,1,3,1,3,4,5,1
"10305",6,23,1,3,3,3,5,1,5,3,3,2
"10293",3,11,1,NA,5,3,3,2,1,NA,3,4
"10299",6,23,1,1,5,2,3,3,1,1,3,3
"10317",4,15,1,2,2,2,3,1,4,4,4,3
"10289",7,27,1,2,3,3,2,2,4,3,4,3
"10314",8,31,1,1,3,2,3,2,3,4,3,4
"10315",6,23,1,1,3,2,2,1,3,3,4,2
"10288",6,23,1,1,2,2,3,1,4,4,4,3
"10267",6,23,7,1,3,1,3,1,3,4,5,2
"10287",2,7,7,1,1,1,1,2,4,4,5,4
"10280",10,39,7,1,2,3,3,1,4,5,5,2
"10323",4,15,7,NA,5,3,2,2,2,NA,4,2
"10270",10,39,7,1,2,1,4,1,4,4,5,3
"10322",6,23,7,2,2,3,3,1,3,2,3,3
"10313",10,39,7,3,3,4,1,5,2,3,2,5
"10316",6,23,7,1,5,2,1,3,2,3,3,3
"10299",5,19,7,2,1,2,5,1,5,2,3,1
"10272",14,55,7,1,5,3,3,1,4,4,5,2
"10242",11,43,7,NA,5,5,5,1,1,NA,1,1
"10311",10,39,7,1,2,1,3,2,3,2,3,2
"10305",5,19,7,2,1,5,5,1,5,3,3,4
"10320",3,11,7,1,5,3,1,4,1,1,3,5
"10288",5,19,7,2,2,1,5,1,4,4,3,1
"10308",4,15,7,2,1,2,5,1,5,5,5,3
"10293",2,7,7,1,3,1,3,1,2,3,4,3
"10317",3,11,7,1,4,3,3,1,3,4,4,2
"10314",7,27,7,1,1,3,3,1,5,5,5,3
"10337",4,15,7,1,3,1,4,1,3,4,3,1
"10326",3,11,7,1,5,1,2,4,1,4,4,4
"10266",12,47,7,1,3,1,1,1,1,4,4,3
"10315",5,19,7,1,3,2,4,1,4,4,5,2
"10276",7,27,7,NA,5,1,2,2,1,NA,4,3
"10289",6,23,7,2,2,3,3,2,4,4,4,4
"10274",7,27,7,NA,4,1,3,1,2,NA,5,2
"10292",11,43,6,3,4,2,3,3,2,2,3,3
"10272",13,51,6,2,3,3,3,3,3,4,3,3
"10289",5,19,6,2,3,3,3,1,4,3,4,3
"10313",9,35,6,1,5,2,3,4,4,5,4,3
"10287",1,3,6,NA,4,1,4,3,3,NA,1,3
"10322",5,19,6,NA,5,4,3,1,1,NA,3,3
"10326",2,7,6,1,2,2,5,1,4,4,4,2
"10317",2,7,6,1,2,1,3,1,5,4,4,2
"10311",9,35,6,1,2,4,5,1,5,4,4,1
"10267",5,19,6,1,4,1,4,1,2,3,5,2
"10270",9,35,6,1,4,5,5,1,3,4,5,1
"10314",6,23,6,2,3,2,3,2,2,3,3,3
"10293",1,3,6,1,2,2,5,1,4,3,4,1
"10276",6,23,6,NA,5,4,2,4,1,NA,2,3
"10266",11,43,6,1,3,5,5,1,2,4,4,1
"10316",5,19,6,2,2,2,5,1,3,3,4,1
"10308",3,11,6,1,2,1,3,3,5,5,5,3
"10245",15,59,6,3,3,5,3,3,3,3,3,5
"10286",9,35,6,NA,5,5,3,3,2,NA,2,3
"10288",4,15,6,1,3,2,4,1,2,5,4,2
"10268",9,35,6,1,3,2,3,1,2,3,5,2
"10320",2,7,6,1,5,2,1,4,1,3,5,5
"10315",4,15,6,1,3,1,2,3,3,4,4,2
"10274",6,23,6,1,1,3,3,2,2,5,4,4
"10320",1,3,5,2,2,1,2,1,4,4,4,4
"10286",8,31,5,1,2,2,5,1,3,5,5,1
"10272",12,47,5,2,2,2,4,2,4,4,3,2
"10280",8,31,5,1,4,2,2,3,2,3,3,4
"10314",5,19,5,NA,4,3,3,1,2,NA,3,3
"10308",2,7,5,1,2,3,5,1,5,4,5,1
"10289",4,15,5,2,2,1,3,2,3,4,3,2
"10337",2,7,5,1,2,1,1,1,5,4,5,3
"10313",8,31,5,1,5,1,1,1,2,4,3,1
"10276",5,19,5,NA,4,2,4,2,2,NA,3,2
"10270",8,31,5,1,1,2,5,1,4,5,5,1
"10315",3,11,5,1,2,2,1,4,3,4,4,3
"10299",3,11,5,2,5,3,5,2,3,3,4,3
"10305",3,11,5,1,5,1,1,1,3,3,1,5
"10311",8,31,5,1,1,3,5,2,4,3,3,1
"10316",4,15,5,1,1,2,5,1,5,3,5,1
"10288",3,11,5,1,4,1,3,1,3,5,5,3
"10268",8,31,5,NA,5,4,5,1,1,NA,4,2
"10274",5,19,5,1,3,2,4,1,2,4,5,2
"10313",7,27,4,1,4,1,1,1,3,5,3,1
"10276",4,15,4,NA,5,1,3,2,1,NA,5,1
"10286",7,27,4,1,2,2,4,1,3,4,4,1
"10291",8,31,4,1,3,5,5,1,5,3,2,1
"10322",3,11,4,1,5,1,3,1,1,3,3,1
"10272",11,43,4,2,3,4,3,2,4,3,2,2
"10237",15,59,4,NA,3,3,3,3,3,NA,3,3
"10310",7,27,4,1,3,1,5,1,2,2,3,1
"10311",7,27,4,1,4,3,3,2,1,2,3,3
"10242",8,31,4,1,5,5,1,1,3,3,3,1
"10319",4,15,4,1,3,3,4,1,4,4,5,2
"10312",7,27,4,1,4,3,3,1,1,4,4,1
"10245",13,51,4,2,3,3,5,2,4,3,5,2
"10274",4,15,4,1,2,3,4,2,3,5,4,3
"10316",3,11,4,NA,5,2,5,2,1,NA,3,1
"10270",7,27,4,1,1,3,5,1,4,4,4,1
"10255",6,23,4,1,2,2,3,1,4,5,5,2
"10232",11,43,4,2,1,1,2,2,5,4,5,3
"10299",2,7,4,2,3,3,4,1,3,2,4,2
"10315",2,7,4,2,4,1,1,3,3,3,2,3
"10288",2,7,4,1,2,3,2,2,2,4,4,3
"10289",3,11,4,2,3,2,2,2,3,3,4,4
"10314",4,15,4,1,3,1,4,1,3,3,5,2
"10236",14,55,4,1,2,4,5,1,4,5,3,1
"10310",6,23,3,4,3,3,2,3,3,2,3,4
"10322",2,7,3,1,5,3,3,1,3,3,3,1
